k,t_s,scenario,controller,omega_ref_rad_s,omega_m_rad_s,speed_error_rad_s,load_torque_nm,i_s_alpha_a,i_s_beta_a,i_abs_a,torque_nm,vector_id,feedback_used,feedback_requested,accepted,pwm_enabled,fallback,fault_latched,confidence,predicted_risk,loss_w,tj_c,switch_events,vdc_v
170,0.017,load_step,dtc_svm_baseline,94.2477796076938,0.5063697197893018,93.7414098879045,0.0,0.23615710572695967,0.3292838704693657,0.40521358064188867,0.18728740771108668,7,1,1,1,1,0,0,0.9800636521910412,0.004,0.031025784162172602,25.000056834306985,1,540.0
171,0.0171,load_step,dtc_svm_baseline,94.2477796076938,0.51753882731787,93.73024078037594,0.0,0.21673723140487175,0.2955706595298371,0.36652017987001995,0.16660045164520854,7,1,1,1,1,0,0,0.9800278413515751,0.004,0.020236755015373743,25.00005703629564,0,540.0
172,0.0172,load_step,dtc_svm_baseline,94.2477796076938,0.5274690881699573,93.72031051952385,0.0,0.19897413715586584,0.26472425334303834,0.33116406442268226,0.14768986497552664,7,1,1,1,1,0,0,0.9800034198474593,0.004,0.016606640270374395,25.0000572019818,0,540.0
173,0.0173,load_step,dtc_svm_baseline,94.2477796076938,0.5362669024354357,93.71151270525837,0.0,0.18272577014625066,0.23650015683187323,0.2988662430871728,0.13040355921451025,7,1,1,1,1,0,0,0.9799881614599618,0.004,0.013603577056723378,25.000057337636225,0,540.0
174,0.017400000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.5440295604580706,93.70375004723573,0.0,0.16786224080524803,0.21067473585992322,0.26937256025402345,0.11460247058156815,7,1,1,1,1,0,0,0.9799802183365176,0.004,0.011122302995001491,25.000057448477005,0,540.0
175,0.0175,load_step,dtc_svm_baseline,94.2477796076938,0.5508460229849518,93.69693358470884,0.0,0.1542647843948211,0.18704343559676165,0.24245179006190193,0.10015944310993409,7,1,1,1,1,0,0,0.9799780602963619,0.004,0.009074991068367975,25.000057538843926,0,540.0
176,0.0176,load_step,dtc_svm_baseline,94.2477796076938,0.5567976344167225,93.69098197327708,0.0,0.14182481071888364,0.16541915134141988,0.217893947979201,0.08695820786265296,7,1,1,1,1,0,0,0.9799804235959059,0.004,0.0073883804890519005,25.00005761234414,0,540.0
177,0.0177,load_step,dtc_svm_baseline,94.2477796076938,0.5619587749152923,93.6858208327785,0.0,0.13044303457710052,0.14563073870806315,0.19550881649260424,0.07489244991682434,7,1,1,1,1,0,0,0.9799862676874703,0.004,0.006001378181776417,25.00005767197384,0,540.0
178,0.0178,load_step,dtc_svm_baseline,94.2477796076938,0.5663974566261272,93.68138215106768,0.0,0.12002868017446218,0.12752165121107686,0.17512468584418037,0.0638649555139223,7,1,1,1,1,0,0,0.9799947387280336,0.004,0.0048630538138655964,25.000057720219896,0,540.0
179,0.0179,load_step,dtc_svm_baseline,94.2477796076938,0.5701758688168633,93.67760373887694,0.0,0.11049875325664062,0.11094869432051715,0.15658731507596488,0.05378683244412085,7,1,1,1,1,0,0,0.9800051387798984,0.004,0.003930963913034642,25.000057759144735,0,540.0
180,0.018000000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.5733508763187797,93.67442873137502,0.0,0.10177737525589443,0.09578088600217548,0.13975912219723222,0.04457679734118096,7,1,1,1,1,0,0,0.9800168997959584,0.004,0.003169751162323237,25.000057790457184,0,540.0
181,0.0181,load_step,dtc_svm_baseline,94.2477796076938,0.5759744752789061,93.67180513241489,0.0,0.09379517420625191,0.08189841461745088,0.12451861315174144,0.03616052411771316,7,1,1,1,1,0,0,0.9800295615979429,0.004,0.0025499737846352687,25.00005781557165,0,540.0
182,0.0182,load_step,dtc_svm_baseline,94.2477796076938,0.5780942098849287,93.66968539780888,0.0,0.08648872762274824,0.06919168584414873,0.11076005324916247,0.028470048273970254,7,1,1,1,1,0,0,0.9800427531278216,0.004,0.0020471273090742364,25.000057835657486,0,540.0
183,0.0183,load_step,dtc_svm_baseline,94.2477796076938,0.57975355340958,93.66802605428423,0.0,0.07980005294040335,0.0575604509969001,0.09839336343604539,0.021443222271576474,7,1,1,1,1,0,0,0.9800561762508121,0.004,0.0016408271837486982,25.000057851680186,0,540.0
184,0.0184,load_step,dtc_svm_baseline,94.2477796076938,0.5809922566331827,93.66678735106062,0.0,0.07367614147710005,0.04691300978117084,0.08734417158392364,0.015023217581027676,7,1,1,1,1,0,0,0.9800695912222313,0.004,0.0013141258624034197,25.000057864435767,0,540.0
185,0.018500000000000003,load_step,dtc_svm_baseline,94.2477796076938,0.5818466664399932,93.66593294125381,0.0,0.0680685322229342,0.037165481113305976,0.07755383978481101,0.009158069392262791,7,1,1,1,1,0,0,0.9800828023046918,0.004,0.0010529423102644529,25.00005787457943,0,540.0
186,0.018600000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.5823500171437646,93.66542959055003,0.0,0.05876849089540137,0.03545414256364849,0.06863477068546514,0.010441003800451881,7,1,1,1,1,0,0,0.9800956398673931,0.004,0.0008455854860151962,25.000057882649454,0,540.0
187,0.0187,load_step,dtc_svm_baseline,94.2477796076938,0.5829301049981995,93.6648495026956,0.0,0.2357694152763352,0.34079002638565653,0.41439722400576173,0.19239519352141232,6,1,1,1,1,0,0,0.9801079273253459,0.004,0.0017347744138344287,25.000057899611313,1,540.0
188,0.0188,load_step,dtc_svm_baseline,94.2477796076938,0.5943990002130326,93.65338060748077,0.0,0.21650493393498838,0.30629334075023207,0.3750866526632632,0.17125942752447046,7,1,1,1,1,0,0,0.9801183532059771,0.004,0.027119399355733917,25.000058170419308,1,540.0
189,0.0189,load_step,dtc_svm_baseline,94.2477796076938,0.6046021671727901,93.64317744052101,0.0,0.19888455839749483,0.2747299707013144,0.33916312354162503,0.15193890467736837,7,1,1,1,1,0,0,0.9800790310774787,0.004,0.01740396082734029,25.000058344071114,0,540.0
190,0.019,load_step,dtc_svm_baseline,94.2477796076938,0.613648334390486,93.63413127330331,0.0,0.18276725015118064,0.2458497758697475,0.3063429124739616,0.13427820418165798,7,1,1,1,1,0,0,0.9800512253898798,0.004,0.014278955131579358,25.000058486471705,0,540.0
191,0.019100000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.6216369210355844,93.62614268665821,0.0,0.16802405235349258,0.21942395604988066,0.2763674269118363,0.11813521555425505,7,1,1,1,1,0,0,0.9800327247507624,0.004,0.011694461880201474,25.000058603026414,0,540.0
192,0.019200000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.6286588341906937,93.61912077350311,0.0,0.15453705808107787,0.19524322886289355,0.24900124645704622,0.10337999718327116,7,1,1,1,1,0,0,0.9800216909832354,0.004,0.00955969815316424,25.00005869823271,0,540.0
193,0.0193,load_step,dtc_svm_baseline,94.2477796076938,0.634797197738513,93.6129824099553,0.0,0.14219846614887346,0.1731161633393571,0.22403037692337902,0.0898937331215369,7,1,1,1,1,0,0,0.9800165994427958,0.004,0.007798921199324036,25.0000587758306,0,540.0
194,0.0194,load_step,dtc_svm_baseline,94.2477796076938,0.6401280187632128,93.6076515889306,0.0,0.13090971715684477,0.15286765603004035,0.20126071227689676,0.07756777958848242,7,1,1,1,1,0,0,0.9800161886159091,0.004,0.006348953270399654,25.000058838928293,0,540.0
195,0.0195,load_step,dtc_svm_baseline,94.2477796076938,0.6447207968395501,93.60305881085425,0.0,0.12058070302258317,0.13433753741240018,0.18051670254978738,0.06630279340720804,7,1,1,1,1,0,0,0.9800194175598376,0.004,0.005157112456830997,25.00005889010716,0,540.0
196,0.0196,load_step,dtc_svm_baseline,94.2477796076938,0.6486390811174285,93.59914052657638,0.0,0.11112904381195317,0.11737929741702662,0.1616402296480483,0.05600793528941564,7,1,1,1,1,0,0,0.9800254299599369,0.004,0.0041794830374164175,25.00005893150939,0,540.0
197,0.019700000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.6519409796851047,93.59583862800869,0.0,0.1024794261905404,0.10185891986271368,0.14448969633832423,0.04660014150363237,7,1,1,1,1,0,0,0.9800335237584555,0.004,0.003379469734096924,25.00005896491121,0,540.0
198,0.0198,load_step,dtc_svm_baseline,94.2477796076938,0.6546796253070312,93.59309998238678,0.0,0.09456299828885628,0.08765381646904594,0.1289393352975244,0.03800345802816723,7,1,1,1,1,0,0,0.980043125448805,0.004,0.0027265893632423925,25.000058991784005,0,540.0
199,0.0199,load_step,dtc_svm_baseline,94.2477796076938,0.6569036012790193,93.59087600641479,0.0,0.08731681620698489,0.07465185191892927,0.11487874210422973,0.03014843180508875,7,1,1,1,1,0,0,0.9800537682251924,0.004,0.002195460986288811,25.000059013345336,0,540.0
200,0.02,load_step,dtc_svm_baseline,94.2477796076938,0.6586573308209338,93.58912227687287,0.0,0.08068333778233161,0.06275045217718479,0.10221262272409888,0.022971554180184144,7,1,1,1,1,0,0,0.9800650732059779,0.004,0.0017649620289951133,25.000059030601534,0,540.0
201,0.0201,load_step,dtc_svm_baseline,94.2477796076938,0.6599814331327372,93.58779817456106,0.0,0.0746099596099516,0.05185578894130269,0.09086071163997969,0.016414752040716497,7,1,1,1,1,0,0,0.9800767328375201,0.004,0.0014175231635516782,25.000059044383228,0,540.0
202,0.020200000000000003,load_step,dtc_svm_baseline,94.2477796076938,0.6609130489708649,93.58686655872293,0.0,0.06904859364103608,0.04188203371241057,0.08075774285907465,0.010424922551824957,7,1,1,1,1,0,0,0.9800884951019073,0.004,0.001138539201601457,25.00005905537499,0,540.0
203,0.020300000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.6614861383563895,93.5862934693374,0.0,0.06395527999374906,0.03275067553345917,0.07185321556462702,0.004953507747070645,7,1,1,1,1,0,0,0.9801001454807443,0.004,0.0009158769714011848,25.000059064140057,0,540.0
